packet_count,total_bytes,avg_packet_size,std_packet_size,min_packet_size,max_packet_size,bytes_per_second,packets_per_second,connection_duration,unique_ports,protocol_ratio_tcp,entropy_bytes,entropy_packets,vnc_commands,vnc_responses,framebuffer_updates,key_events,pointer_events,mouse_clicks,keystroke_count,screenshot_count,file_transfer_size,compression_ratio,encryption_level,anomaly_score,protocol_ratio_udp,session_length
163,78415.73384322754,332,31,64,1500,458.65396565078447,2.036160341260069,61.614825395370886,2,0.917805395618885,7.619766627372963,4.164648444849518,28,58,12,11,0,9,6,4,0,1.3132342422326961,1,0.0408436113437221,0.0822,61.614825395370886
180,80695.75784480009,359,52,64,1500,1279.0719054971692,1.7490038262989533,192.16373521064665,3,0.8152393480299782,5.797690124682045,3.4174958771037858,52,20,20,0,18,6,0,5,0,1.0194067822645119,1,0.04915404090593591,0.1848,192.16373521064665
208,49634.254134835064,301,36,64,1500,568.4775153182738,2.656404605900712,121.01898506268279,2,0.8297051950605921,6.178678752807455,4.089148900061888,24,20,11,6,8,9,7,4,0,1.455707894797537,1,0.07423969112521524,0.1703,121.01898506268279
118,53796.69658776659,355,52,64,1500,855.256345534556,2.689243886203729,65.88803399122637,2,0.9407959579353807,6.901109833087234,4.2501377219844905,15,43,14,9,11,5,7,0,0,0.8537009957787809,1,0.07831659273552857,0.0592,65.88803399122637
211,39840.309113322146,419,44,64,1500,625.0394068347641,2.6676534675649766,211.85176323043825,2,0.8875350319518611,6.920201446430008,3.9697421466955687,23,15,9,2,15,1,9,7,0,1.3586248841972557,1,0.0742553811200563,0.1125,211.85176323043825
219,72767.44299594169,150,73,64,1500,790.6258321486146,2.76433888195107,201.22175667223536,4,0.8748849790256068,6.52948176357765,4.890659052716094,49,15,18,12,4,6,6,2,0,1.9075967879195823,1,0.05636065091979794,0.1251,201.22175667223536
273,21527.15813818213,319,52,64,1500,1249.11836537254,3.472136077902172,259.58075832395997,2,0.8398513904047191,5.793776467266592,3.543947456424332,31,25,17,8,11,8,0,3,0,1.1662731934467567,1,0.09282449656451472,0.1601,259.58075832395997
204,60630.22364617099,233,34,64,1500,1548.4111436588037,2.1487067649776783,83.39132448577335,3,0.9824034225017926,7.9278573267038395,4.2510300017106,30,50,21,0,14,3,4,2,0,1.0740728261107948,1,0.034125506625209336,0.0176,83.39132448577335
194,53522.07216145962,271,45,64,1500,952.6375835105135,2.697303875063858,325.2159797063386,3,0.958303440517902,6.682191747498509,4.013596354263275,34,55,19,13,12,9,4,2,0,1.3663519538384652,1,0.038351018268767634,0.0417,325.2159797063386
161,51221.44724697058,307,28,64,1500,958.7996634322315,3.4737465776841434,153.07881161737757,3,0.8506517023239235,6.235311596154465,4.564877277801376,49,52,13,1,20,7,1,2,0,1.1479354986726475,1,0.06402710959951265,0.1493,153.07881161737757
163,75295.68622953058,357,35,64,1500,794.0894258266645,3.042184933379553,238.72061659446945,2,0.794919224277667,6.740452715300823,4.7422508303733855,36,45,5,0,17,2,11,0,0,1.1825291086192578,1,0.07521906557783094,0.2051,238.72061659446945
187,71758.99338604309,398,48,64,1500,1489.459207622304,4.154792184360941,193.74197473381292,4,0.8382194625778054,6.667691125540247,3.6795794824259547,50,45,7,8,14,1,0,2,0,0.9414063679347533,1,0.032931594628623356,0.1618,193.74197473381292
135,74855.26872925999,325,40,64,1500,512.2380573295873,3.253884032966868,211.5609343408227,5,0.9155631978548285,6.158094766164005,4.912975976088073,30,24,12,3,8,3,10,1,0,1.040396401325916,1,0.03629501945051639,0.0844,211.5609343408227
144,35855.60817520278,270,34,64,1500,1048.3554051092815,3.6733280293121444,203.05697873957152,4,0.856292683543734,6.362731877279886,3.5507624127598207,30,31,19,0,15,3,8,1,0,1.4059152440783427,1,0.04220721200496447,0.1437,203.05697873957152
148,35275.973279643076,237,50,64,1500,697.1569538844471,2.0634203652271443,183.37300807517596,5,0.868947277490414,6.814619666162906,4.036954375354167,23,43,17,8,18,9,6,1,0,1.1060293192600417,1,0.07532747517586358,0.1311,183.37300807517596
434,655011.7577922344,200,250,64,38217,78672.43275243723,175.7705309056025,80.8565587248838,2,0.8277775696246624,7.333177867777264,4.126121670889289,192,111,82,369,233,20,192,51,169253741,0.9492178422610565,0,0.42017991459913717,0.1722,80.8565587248838
529,50000.0,2108,232,64,13605,75227.42445595624,60.2105191753059,107.75109212242651,3,0.9500038258784641,6.692953635424769,4.8308972518015585,151,109,121,430,62,0,17,20,0,0.44848274397528526,0,0.5459711633955961,0.05,107.75109212242651
225,32617.636223491252,173,66,64,1500,1426.5190929804203,3.216502662285986,189.40322499020309,3,0.8736553006828972,5.925102210745851,4.005919682291735,51,26,14,1,16,3,7,4,0,1.5353196761865688,1,0.06636394820365804,0.1263,189.40322499020309
171,44930.88891839297,216,65,64,1500,1119.7441690676612,3.1127754855490415,195.04130714372724,2,0.8656408258841236,6.306346436971941,4.2195928497695405,42,27,9,5,10,10,4,1,0,1.1948024767736722,1,0.04979880176122921,0.1344,195.04130714372724
453,566409.5205126941,829,182,64,48518,80663.48279425125,83.86523034029737,25.607749885654727,2,0.785467505874952,6.759349299000734,4.865158011782752,114,115,77,7,133,42,471,77,41213667,0.980872476610054,0,0.5844077888729675,0.2145,25.607749885654727
186,52593.59928891318,172,57,64,1500,922.408036075854,3.7267931209578595,225.41926069756354,3,0.9295392579255953,6.78390248126271,4.223745602906663,36,64,18,2,18,5,14,1,0,1.1281857971521974,1,0.03601174899362103,0.0705,225.41926069756354
217,66565.23935839017,375,60,64,1500,1500.2585210585362,1.0,206.5010546895308,3,0.8511746646710171,6.296490694366669,4.113301289211687,39,40,13,0,6,4,6,3,0,0.5427652882934624,1,0.023349908366453245,0.1488,206.5010546895308
171,20409.31450548835,238,48,64,1500,632.0502256419794,3.0697058567342204,139.61103247531608,2,0.9393332507289,6.2829319536481885,4.280183295458966,33,44,27,3,9,5,0,0,0,1.4338373898283348,1,0.04720365709341962,0.0607,139.61103247531608
192,68736.45556893057,368,51,64,1500,911.7631251887043,1.763789303102763,169.71198507417924,2,0.9319263331427001,5.787086002124504,4.072369365502672,33,44,19,2,4,0,10,3,0,1.2642709428383394,1,0.09546409718185694,0.0681,169.71198507417924
254,82341.84975281858,321,56,64,1500,902.65115006575,3.061698129986452,186.68949941457652,4,0.9102058171434162,5.961096435851765,4.937656635681979,39,26,16,8,19,3,3,3,0,1.5836869439132557,1,0.012418916210123448,0.0898,186.68949941457652
208,47287.42498396868,271,65,64,1500,467.9097903135058,4.679555496140873,248.18524454567861,2,0.8729662738359919,7.8401694144050795,4.3860089024631685,15,30,8,5,13,7,8,7,0,1.5200531239530597,1,0.039539232889517516,0.127,248.18524454567861
223,102573.26772794873,277,61,64,1500,943.053542381547,3.3136177663622766,164.55087332402562,2,0.99,7.105195560297359,4.37785996534274,43,48,26,0,14,9,15,2,0,1.3082102320335893,1,0.06443836535690109,0.01,164.55087332402562
153,34087.50608793518,499,51,64,1500,568.6239470556302,2.9576995487257216,152.0319963941727,2,0.9015547649796715,6.383408324027304,4.2599576793689335,40,38,17,4,6,0,13,3,0,1.2998576524899648,1,0.06595203132363889,0.0984,152.0319963941727
120,90329.41310800998,441,37,64,1500,867.6447908567002,2.319094330451888,143.0040233714332,2,0.8430062935068408,5.8846441789435895,4.3970294507558965,31,42,15,2,14,4,2,1,0,1.0569293621210705,1,0.01,0.157,143.0040233714332
161,78641.90754776569,330,32,64,1500,914.0502684071556,1.9351023069344904,169.69321352335913,2,0.9392477495138083,6.294158914881481,3.7821303048338732,43,51,16,10,25,4,5,3,0,0.6602260036651534,1,0.03172675204022915,0.0608,169.69321352335913
205,50234.55651960819,259,31,64,1500,879.4259772819227,3.288878506855238,174.3522553661918,3,0.818218481686565,6.395334660118727,3.64105652377343,31,52,11,4,25,6,0,4,0,1.3821596475918845,1,0.049611964607481275,0.1818,174.3522553661918
121,73760.6690265096,260,55,64,1500,1149.4699798117067,4.654636652613668,157.07047186401195,4,0.8775147904943124,7.120523092922251,3.995657141497778,35,44,16,0,10,3,3,1,0,1.037101650844013,1,0.07795501411875119,0.1225,157.07047186401195
62,53158.512196254196,299,56,64,1500,1190.7026383523646,3.58730512397706,185.45084847091135,3,0.9261936273526354,6.591817880140091,4.1511439360335425,40,59,9,16,19,2,9,3,0,1.1287094132896784,1,0.0335611120316128,0.0738,185.45084847091135
258,77051.8217845139,301,26,64,1500,100.0,2.81192670323492,222.6871533373935,2,0.8448090106941463,6.622380124615134,4.392132869485893,20,54,5,0,13,0,9,2,0,1.6165923785219842,1,0.030868144084589644,0.1552,222.6871533373935
323,301930.1133831085,917,222,64,55509,58853.24481561306,149.83674716640783,128.48833148289384,3,0.9571903675317118,7.5352559657594105,4.726489965632905,68,134,10,286,69,36,131,12,0,0.4716125661292057,0,0.533009183540981,0.0428,128.48833148289384
184,30704.65933781112,333,59,64,1500,636.9994839359908,2.0380488554148526,293.5150282669649,5,0.9186929511177593,6.871080372468954,3.6822504790757082,54,62,17,11,11,0,7,1,0,1.1386170064877241,1,0.010947806158372743,0.0813,293.5150282669649
180,42135.11562502713,366,39,64,1500,1732.5223229718845,1.429798819532337,163.2766585302481,3,0.9266172013490677,6.320230134320212,3.480526727789823,23,39,11,0,5,3,4,4,0,1.1061941484057431,1,0.01,0.0734,163.2766585302481
176,55381.10053319273,360,77,64,1500,626.7960786022277,2.713413694521192,150.67570545888083,3,0.885261291559722,7.367811829534491,3.6781569550597015,29,43,17,0,17,1,0,4,0,1.3068389591349772,1,0.031625628706514516,0.1147,150.67570545888083
188,27706.899834495558,397,46,64,1500,1649.8818237712298,4.505490483141399,242.2336574132484,3,0.9115871282421691,6.196335580448311,4.943641431211584,48,40,16,10,23,3,7,7,0,1.5865424074666086,1,0.05971343015093403,0.0884,242.2336574132484
165,63250.35343144409,355,47,64,1500,1004.1452469473455,1.3900017238857583,156.12364685699444,2,0.9021840836754,6.4116084015091195,4.8205013132038514,21,32,18,3,26,3,10,1,0,0.9296225010952692,1,0.0545296565476773,0.0978,156.12364685699444
718,975006.3881831241,2024,50,64,35921,43404.88849430584,63.805474654266064,110.3535997920669,5,0.8691705041265729,6.452815086661288,4.539215431383126,50,152,10,194,14,28,279,21,292840231,0.8157091189004952,0,0.5414514273049321,0.1308,110.3535997920669
225,46896.85858452328,203,54,64,1500,100.0,4.740976101191954,288.49175250810936,2,0.902305178937492,6.242071266789181,4.03182216483415,36,22,9,1,15,6,7,4,0,1.1014069005880567,1,0.05337748291765061,0.0977,288.49175250810936
246,37807.28293103342,281,51,64,1500,1345.352014143699,3.00480854964907,160.08709094275252,3,0.8403644297813339,6.517564577160083,4.831654419790434,43,36,15,5,17,0,6,1,0,0.6838783775696187,1,0.07109512613474629,0.1596,160.08709094275252
53,32427.500400773806,295,27,64,1500,672.3189645142529,2.956918438002685,209.27539748643625,2,0.8727380956795676,7.204409670484799,4.16332230718296,22,25,12,0,8,5,0,1,0,1.595134071423933,1,0.0428118964529306,0.1273,209.27539748643625
176,66162.58255890472,419,40,64,1500,778.6346568537446,2.6385342015715847,217.38887448325917,2,0.9266498182929013,7.290037879813233,3.8596047573741634,31,31,18,4,17,6,0,3,0,1.425142509487169,1,0.020544980971070433,0.0734,217.38887448325917
391,239124.06961468098,1891,145,64,4054,5000.0,73.53508650497382,179.93819419548737,6,0.7749639134116514,8.0,4.968102774824921,170,30,64,371,102,26,0,68,0,0.8156688689681255,0,0.6178070255849444,0.225,179.93819419548737
251,37435.654037380984,350,28,64,1500,973.4510498275095,3.8418554327516348,317.4071052607735,3,0.7955111608530052,7.127152516342537,4.463496234625999,50,36,17,0,0,10,7,3,0,1.0483765006481525,1,0.05014952357978221,0.2045,317.4071052607735
182,66368.93556467346,233,66,64,1500,904.5107101736708,2.153974893623648,195.2442975290965,2,0.8335331670629851,5.86680966778286,4.886794298675758,39,37,19,3,14,1,7,3,0,1.5009104873853754,1,0.02841689168520969,0.1665,195.2442975290965
321,135519.76456913113,200,113,64,18083,26408.03615691142,168.7561357322573,222.12428168074973,6,0.8704632163135478,6.362279945461608,4.400075448270128,112,52,95,36,94,20,552,33,52857929,0.976647126191643,0,0.5766707484490232,0.1295,222.12428168074973
252,71691.989065211,227,65,64,1500,911.2611544770846,2.754645956346283,211.61650170298887,3,0.8508859432001035,6.387961615098121,4.628660838339147,36,21,12,1,35,2,15,4,0,1.2308825342515202,1,0.03257243590327215,0.1491,211.61650170298887
204,69030.22513893347,160,41,64,1500,1620.0484050813895,3.2468633229092525,248.00052960875036,3,0.8916556305227266,7.545819541411426,4.687162248139228,17,41,20,14,0,4,0,3,0,1.3533669201744367,1,0.062218299939977614,0.1083,248.00052960875036
292,53796.06587216871,342,66,64,1500,898.5814719233585,1.9456063356599693,209.9491494757991,3,0.848070952360346,7.024908345123955,4.801237361297996,29,28,14,1,9,5,7,5,0,0.9969675993463556,1,0.027588465499329036,0.1519,209.9491494757991
223,62976.7589340329,259,73,64,1500,831.8468656751231,2.2100224768860643,66.16770755604134,2,0.9104689864202768,6.227064636795708,4.220853069703169,56,39,9,0,27,1,0,4,0,1.2641764834120532,1,0.05640788710036049,0.0895,66.16770755604134
185,80339.15334272516,444,50,64,1500,436.90083906166205,3.8923219821490838,146.2295156564604,3,0.9018315501853064,6.821290266851694,4.311878957028304,57,47,20,13,18,4,6,2,0,1.304600960125798,1,0.047105897013350356,0.0982,146.2295156564604
76,65801.37739035946,425,41,64,1500,275.57007664729315,2.2980336760150024,306.38833844339194,3,0.8548520608726902,6.0284270614887205,4.1116249636681825,41,51,12,8,4,10,4,0,0,1.1379071649183516,1,0.05053039921994383,0.1451,306.38833844339194
142,68152.75887611197,293,59,64,1500,967.6663105117486,2.6111022544400537,170.62993033956792,3,0.9209713057663594,6.105689811565902,4.407381247706001,27,39,19,0,15,6,0,1,0,1.6203310015632308,1,0.07420321627341149,0.079,170.62993033956792
244,42136.42199074219,507,53,64,1500,1413.4988278210872,2.8746550279404666,95.55427704130943,2,0.9484307747694388,5.749306024281127,4.074806651269228,56,15,13,0,16,6,17,2,0,1.3363882202113762,1,0.06470456128662136,0.0516,95.55427704130943
204,69970.06166936488,172,46,64,1500,1386.3621861724234,3.446484577732462,283.03626397647633,3,0.8380595147339209,6.220962171742391,4.286517266965633,34,32,9,0,13,0,0,4,0,0.9761047737355892,1,0.0384767024178296,0.1619,283.03626397647633
234,81913.13751343478,297,34,64,1500,845.2787803296592,1.8777848616782287,198.6753485262692,2,0.9841203244620353,6.178324765186202,4.546078774376871,27,25,17,3,15,6,7,5,0,1.0677004323188721,1,0.021706712512428464,0.0159,198.6753485262692
161,91476.11212594227,319,31,64,1500,643.9945321860304,3.1503471178916724,171.24357715053233,2,0.8140964171439247,5.795901888420277,4.344708426489039,21,60,13,4,16,11,0,5,0,1.6467900040500096,1,0.030711246463757644,0.1859,171.24357715053233
203,45253.21311022675,220,44,64,1500,742.0053440697855,4.139809956119636,168.99091047558287,4,0.8722100615395498,6.84390691693509,4.358257066702561,36,40,13,7,21,3,4,5,0,1.0341778596910787,1,0.019511897926699454,0.1278,168.99091047558287
155,52682.46733280335,325,62,64,1500,1087.1352869059053,1.7588473620394167,148.8895593463477,3,0.800469091775347,6.64639712406309,4.176801762135276,41,50,6,2,10,5,5,0,0,0.5733843047247675,1,0.04721467925462316,0.1995,148.8895593463477
154,60135.23783840616,297,57,64,1500,1535.2951965427653,2.1475574242155635,217.28214679774885,2,0.9532447425253241,6.435184828640693,3.9979507583432996,32,38,19,0,15,0,0,6,0,1.4329228829828233,1,0.06176308200266127,0.0468,217.28214679774885
159,64098.72895841293,191,38,64,1500,673.5106061638755,3.4405737937102927,165.06894826347417,2,0.9098220741568781,6.5394782307368455,3.960179446863056,19,38,6,6,11,10,10,3,0,0.8647410879457504,1,0.060025187257455,0.0902,165.06894826347417
123,51609.633253962864,224,38,64,1500,951.7706683002459,3.686688551046169,140.4696165996443,2,0.8717955330909691,7.152973006838448,3.750021952725752,44,43,19,0,27,4,6,2,0,1.1481405357192285,1,0.028682860402901963,0.1282,140.4696165996443
217,41586.907094519585,359,43,64,1500,1058.6866299982692,1.2314599871172014,166.22911130772397,3,0.8882447773486637,6.601952741054695,4.984536738356518,23,45,24,1,0,4,9,7,0,1.1861413550044448,1,0.041857966674617726,0.1118,166.22911130772397
270,83006.48299304927,165,37,64,1500,1475.8468292722519,2.927293705464631,263.39061157111774,2,0.8392141904455492,6.894947302897969,4.070045129217521,34,32,14,0,18,0,0,3,0,0.5,1,0.05777267527607016,0.1608,263.39061157111774
174,51112.05847271928,394,33,64,1500,1114.7827790475526,3.364753161833431,123.55174812632319,2,0.8864729183520625,6.493803280439553,3.8580303667191354,40,32,15,5,8,6,7,1,0,0.5545559083212898,1,0.05616224063900715,0.1135,123.55174812632319
269,62994.43040676116,150,55,64,1500,445.82113618962467,3.006715944144863,234.90926258967215,2,0.99,5.287412597186222,4.928572298019899,44,23,18,8,21,2,0,0,0,1.2216077715628872,1,0.048236685930626,0.01,234.90926258967215
157,81981.98384860656,466,63,64,1500,462.2281246010207,2.4595901663612385,236.96846751210063,2,0.8021208803000124,7.49194341806859,4.403180922865329,31,28,17,0,20,5,5,3,0,1.3502612066897415,1,0.04993715956912001,0.1979,236.96846751210063
207,61215.426601435436,317,64,64,1500,562.8433978868669,3.13682143150242,230.19836705133216,3,0.8071896508370264,6.538955497404925,4.36132352663069,42,54,6,11,13,4,9,4,0,1.4133308950185342,1,0.058491305983441204,0.1928,230.19836705133216
237,59784.26021368428,149,80,64,1500,2001.1464323672517,2.621170781519594,292.00456171262164,3,0.8700480265752986,7.136591911347353,4.130559757157212,43,36,10,7,19,0,7,4,0,1.0474138756171703,1,0.03562751300147433,0.13,292.00456171262164
176,45022.08503657594,373,42,64,1500,908.7726269339834,2.3074438929979317,162.4300735832946,3,0.8739630113376924,6.50503770317027,3.5817721016964463,26,15,18,4,14,2,0,3,0,0.9524583811837863,1,0.04660201371280951,0.126,162.4300735832946
170,36248.9189015539,216,90,64,1500,617.8915740375726,3.6716330254453053,169.82453713248682,2,0.9219584811037658,6.271815229316532,4.081727651188554,42,54,17,5,24,6,6,4,0,1.12761877965494,1,0.029795391957087924,0.078,169.82453713248682
128,106728.85398666245,339,56,64,1500,1236.5018310810683,5.01000583972939,226.31066147359945,3,0.8139796153070717,6.873662262961541,4.327630750256112,26,28,20,0,14,5,3,1,0,1.3660739288206254,1,0.06429780254570842,0.186,226.31066147359945
277,85120.9809716068,189,35,64,1500,1315.888052463007,3.1794194553827553,158.3380080770291,2,0.856554239800544,5.559936722785992,4.328162368542045,31,49,8,0,27,7,0,0,0,1.09876539356048,1,0.03218843101550571,0.1434,158.3380080770291
185,38699.19140853257,299,49,64,1500,1682.2826863359346,3.196026051959717,170.16405093115463,3,0.832259055238497,5.567733247520356,4.101418836805999,36,39,15,16,20,9,8,3,0,0.9228208418613915,1,0.05090749240156028,0.1677,170.16405093115463
678,489866.1213060114,200,79,64,42552,39383.54531562726,34.821254294365374,116.58192270729289,8,0.800127383810334,6.353360334369506,4.936224024940705,199,84,71,54,57,64,321,65,89178582,0.7412145645761442,0,0.95,0.1999,116.58192270729289
208,46522.05480281598,121,41,64,1500,100.0,3.437320996385045,117.71583898671612,2,0.9435231567027622,6.81763290027934,3.5188128570275454,46,38,9,6,29,2,7,1,0,0.869698048144074,1,0.05360498252705984,0.0565,117.71583898671612
247,73731.30526645602,512,64,64,1500,1401.5573886417922,4.491542739716044,220.0865735750392,5,0.8799194322216034,6.294940786099096,4.01098304785421,22,35,12,0,22,5,5,3,0,1.445571652012609,1,0.09022688856119446,0.1201,220.0865735750392
225,997016.8224755407,1533,203,64,32141,31232.84334274762,231.46654032145332,244.94724594197024,6,0.9509224212477011,7.274730670259505,4.695946760999925,205,53,45,0,122,52,200,19,75762644,0.7152158486217693,0,0.478515250877175,0.0491,244.94724594197024
117,43673.60316179636,452,38,64,1500,1537.1454422533257,2.1316388324042803,144.02466887610936,3,0.8595447320431039,6.027335399352373,4.30443767692775,40,35,19,9,8,4,7,2,0,1.227033724022165,1,0.03306507458342514,0.1405,144.02466887610936
241,70018.60023432109,117,39,64,1500,1100.036088703179,3.1447645871033414,329.2802982606976,3,0.9314645693105866,5.908876135080188,4.163953405331423,40,34,12,8,17,6,5,1,0,1.2429007686626865,1,0.050219010843046266,0.0685,329.2802982606976
185,51872.26920384336,361,64,64,1500,1140.7511558131278,3.164972028337578,248.13951250669172,2,0.8958264109096116,6.6373757307169505,3.6282769451813777,34,37,18,9,7,3,5,1,0,0.7171521375140568,1,0.013261812044085365,0.1042,248.13951250669172
245,45718.50047543391,220,56,64,1500,438.83672319202776,4.063396459651676,121.60701491732361,4,0.9690345314790227,7.124919494425269,4.3151837220820815,33,29,21,6,6,6,0,2,0,0.7909147220779831,1,0.04115859563228731,0.031,121.60701491732361
270,32982.42993801014,263,66,64,1500,341.78080546586295,1.7243433799333678,115.00234124706425,3,0.8652925326549458,6.073353040753285,4.493008144308144,38,54,10,9,15,6,3,2,0,0.9302199168346825,1,0.0482860095311765,0.1347,115.00234124706425
214,66596.15039749167,493,67,64,1500,581.4397614822724,2.99244355225803,176.65900865202772,4,0.99,6.065219892538467,4.2481824347202775,44,29,17,3,21,5,6,4,0,1.189058939184525,1,0.06972873200523962,0.01,176.65900865202772
